"row.names","date","mktrf","smb","hml","rf","year","month","umd","dateff"
"531",1970-09-01,0.0418,0.0862,-0.0558,0.0054,1970.0,9.0,-0.0892,1970-09-30
"532",1970-10-01,-0.0228,-0.0428,0.0027,0.0046,1970.0,10.0,0.0961,1970-10-30
"533",1970-11-01,0.046,-0.0407,0.0163,0.0046,1970.0,11.0,0.0289,1970-11-30
"534",1970-12-01,0.0572,0.0297,0.0101,0.0042,1970.0,12.0,-0.0219,1970-12-31
"535",1971-01-01,0.0484,0.0737,0.0138,0.0038,1971.0,1.0,-0.0671,1971-01-29
"536",1971-02-01,0.0141,0.0188,-0.0129,0.0033,1971.0,2.0,0.0081,1971-02-26
"537",1971-03-01,0.0413,0.0254,-0.0404,0.003,1971.0,3.0,-0.0121,1971-03-31
"538",1971-04-01,0.0315,-0.0049,0.0072,0.0028,1971.0,4.0,0.0132,1971-04-30
"539",1971-05-01,-0.0398,-0.011,-0.0138,0.0029,1971.0,5.0,0.0089,1971-05-28
"540",1971-06-01,-0.001,-0.0142,-0.0206,0.0037,1971.0,6.0,0.0272,1971-06-30
"541",1971-07-01,-0.045,-0.015,0.0017,0.004,1971.0,7.0,-0.0237,1971-07-30
"542",1971-08-01,0.0379,-0.0016,0.0267,0.0047,1971.0,8.0,0.0351,1971-08-31
"543",1971-09-01,-0.0085,0.0041,-0.0296,0.0037,1971.0,9.0,0.0209,1971-09-30
"544",1971-10-01,-0.0442,-0.018,-0.0043,0.0037,1971.0,10.0,0.0046,1971-10-29
"545",1971-11-01,-0.0046,-0.0285,-0.017,0.0037,1971.0,11.0,0.0148,1971-11-30
"546",1971-12-01,0.0871,0.0332,-0.0035,0.0037,1971.0,12.0,-0.0068,1971-12-31
"547",1972-01-01,0.0249,0.0612,0.0199,0.0029,1972.0,1.0,0.0024,1972-01-31
"548",1972-02-01,0.0287,0.0137,-0.0276,0.0025,1972.0,2.0,0.027,1972-02-29
"549",1972-03-01,0.0063,-0.0027,-0.0173,0.0027,1972.0,3.0,0.0291,1972-03-30
"550",1972-04-01,0.0029,0.0001,0.0023,0.0029,1972.0,4.0,0.029,1972-04-28
"551",1972-05-01,0.0125,-0.0279,-0.0269,0.003,1972.0,5.0,0.0319,1972-05-31
"552",1972-06-01,-0.0243,0.0033,-0.0251,0.0029,1972.0,6.0,0.0193,1972-06-30
"553",1972-07-01,-0.008,-0.0289,0.0078,0.0031,1972.0,7.0,0.0275,1972-07-31
"554",1972-08-01,0.0326,-0.0409,0.0469,0.0029,1972.0,8.0,-0.0534,1972-08-31
"555",1972-09-01,-0.0114,-0.0267,0.0047,0.0034,1972.0,9.0,0.0175,1972-09-29
"556",1972-10-01,0.0052,-0.0274,0.0137,0.004,1972.0,10.0,0.0075,1972-10-31
"557",1972-11-01,0.046,-0.0111,0.0476,0.0037,1972.0,11.0,-0.0514,1972-11-30
"558",1972-12-01,0.0062,-0.0186,-0.0227,0.0037,1972.0,12.0,0.0498,1972-12-29
"559",1973-01-01,-0.0329,-0.0348,0.0268,0.0044,1973.0,1.0,0.0371,1973-01-31
"560",1973-02-01,-0.0485,-0.0399,0.017,0.0041,1973.0,2.0,0.0212,1973-02-28
"561",1973-03-01,-0.013,-0.0282,0.0278,0.0046,1973.0,3.0,0.0362,1973-03-30
"562",1973-04-01,-0.0568,-0.0399,0.0569,0.0052,1973.0,4.0,0.064,1973-04-30
"563",1973-05-01,-0.0294,-0.0612,0.0021,0.0051,1973.0,5.0,0.0709,1973-05-31
"564",1973-06-01,-0.0156,-0.0295,0.0144,0.0051,1973.0,6.0,0.0432,1973-06-29
"565",1973-07-01,0.0505,0.0792,-0.0535,0.0064,1973.0,7.0,-0.1169,1973-07-31
"566",1973-08-01,-0.0382,-0.0202,0.0113,0.007,1973.0,8.0,0.0342,1973-08-31
"567",1973-09-01,0.0475,0.0294,0.0219,0.0068,1973.0,9.0,-0.0703,1973-09-28
"568",1973-10-01,-0.0083,-0.0023,0.0175,0.0065,1973.0,10.0,0.0675,1973-10-31
"569",1973-11-01,-0.1275,-0.0771,0.0409,0.0056,1973.0,11.0,0.0863,1973-11-30
"570",1973-12-01,0.0061,-0.0529,0.041,0.0064,1973.0,12.0,0.1039,1973-12-31
"571",1974-01-01,-0.0017,0.0976,0.0598,0.0063,1974.0,1.0,-0.0882,1974-01-31
"572",1974-02-01,-0.0047,0.0004,0.0256,0.0058,1974.0,2.0,0.0014,1974-02-28
"573",1974-03-01,-0.0281,0.0251,-0.0011,0.0056,1974.0,3.0,-0.0099,1974-03-29
"574",1974-04-01,-0.0529,-0.007,0.0103,0.0075,1974.0,4.0,0.02,1974-04-30
"575",1974-05-01,-0.0468,-0.03,-0.0207,0.0075,1974.0,5.0,-0.0026,1974-05-31
"576",1974-06-01,-0.0283,-0.002,0.0077,0.006,1974.0,6.0,0.0237,1974-06-28
"577",1974-07-01,-0.0805,0.0092,0.0514,0.007,1974.0,7.0,0.0301,1974-07-31
"578",1974-08-01,-0.0935,-0.0068,0.025,0.006,1974.0,8.0,0.03,1974-08-30
"579",1974-09-01,-0.1177,0.0027,0.0549,0.0081,1974.0,9.0,0.0432,1974-09-30
"580",1974-10-01,0.161,-0.0351,-0.0999,0.0051,1974.0,10.0,-0.005,1974-10-31
"581",1974-11-01,-0.0451,-0.0117,-0.0016,0.0054,1974.0,11.0,0.0217,1974-11-29
"582",1974-12-01,-0.0345,-0.0484,0.0,0.007,1974.0,12.0,0.0295,1974-12-31
"583",1975-01-01,0.1366,0.1101,0.0844,0.0058,1975.0,1.0,-0.1389,1975-01-31
"584",1975-02-01,0.0556,0.0016,-0.0456,0.0043,1975.0,2.0,-0.0055,1975-02-28
"585",1975-03-01,0.0266,0.0375,0.0249,0.0041,1975.0,3.0,-0.0199,1975-03-31
"586",1975-04-01,0.0423,-0.0054,-0.0111,0.0044,1975.0,4.0,0.0134,1975-04-30
"587",1975-05-01,0.0519,0.0383,-0.0402,0.0044,1975.0,5.0,-0.0047,1975-05-30
"588",1975-06-01,0.0483,0.0076,0.0132,0.0041,1975.0,6.0,0.0006,1975-06-30
"589",1975-07-01,-0.0659,0.0269,0.017,0.0048,1975.0,7.0,0.0042,1975-07-31
"590",1975-08-01,-0.0285,-0.032,-0.009,0.0048,1975.0,8.0,-0.0013,1975-08-29
"591",1975-09-01,-0.0426,-0.0013,0.0034,0.0053,1975.0,9.0,0.0032,1975-09-30
"592",1975-10-01,0.0531,-0.0402,0.003,0.0056,1975.0,10.0,-0.0014,1975-10-31
"593",1975-11-01,0.0264,-0.0119,0.0199,0.0041,1975.0,11.0,-0.0045,1975-11-28
"594",1975-12-01,-0.016,-0.0076,0.0175,0.0048,1975.0,12.0,-0.0012,1975-12-31
"595",1976-01-01,0.1216,0.048,0.0858,0.0047,1976.0,1.0,0.0446,1976-01-30
"596",1976-02-01,0.0032,0.0703,0.0578,0.0034,1976.0,2.0,0.0036,1976-02-27
"597",1976-03-01,0.0232,-0.0117,-0.0004,0.004,1976.0,3.0,0.0019,1976-03-31
"598",1976-04-01,-0.0149,-0.0003,-0.0006,0.0042,1976.0,4.0,0.005,1976-04-30
"599",1976-05-01,-0.0134,-0.0124,-0.0132,0.0037,1976.0,5.0,-0.011,1976-05-28
"600",1976-06-01,0.0405,-0.0135,0.0068,0.0043,1976.0,6.0,-0.0042,1976-06-30
"601",1976-07-01,-0.0107,0.003,0.0174,0.0047,1976.0,7.0,-0.0012,1976-07-30
"602",1976-08-01,-0.0056,-0.0201,0.0079,0.0042,1976.0,8.0,-0.0085,1976-08-31
"603",1976-09-01,0.0207,0.0,-0.0029,0.0044,1976.0,9.0,0.0024,1976-09-30
"604",1976-10-01,-0.0242,0.0025,-0.0012,0.0041,1976.0,10.0,-0.0048,1976-10-29
"605",1976-11-01,0.0036,0.0232,0.0152,0.004,1976.0,11.0,0.029,1976-11-30
"606",1976-12-01,0.0565,0.03,0.0221,0.004,1976.0,12.0,0.0077,1976-12-31
"607",1977-01-01,-0.0405,0.0478,0.0426,0.0036,1977.0,1.0,0.0398,1977-01-31
"608",1977-02-01,-0.0194,0.0108,0.005,0.0035,1977.0,2.0,0.0034,1977-02-28
"609",1977-03-01,-0.0137,0.0099,0.0102,0.0038,1977.0,3.0,0.0049,1977-03-31
"610",1977-04-01,0.0015,-0.001,0.0347,0.0038,1977.0,4.0,0.0422,1977-04-29
"611",1977-05-01,-0.0145,0.0118,0.0084,0.0037,1977.0,5.0,0.0201,1977-05-31
"612",1977-06-01,0.0471,0.0213,-0.0064,0.004,1977.0,6.0,0.0177,1977-06-30
"613",1977-07-01,-0.0169,0.0212,-0.0059,0.0042,1977.0,7.0,0.0031,1977-07-29
"614",1977-08-01,-0.0175,0.0152,-0.0279,0.0044,1977.0,8.0,-0.0178,1977-08-31
"615",1977-09-01,-0.0027,0.0145,-0.0049,0.0043,1977.0,9.0,0.0206,1977-09-30
"616",1977-10-01,-0.0438,0.0127,0.0172,0.0049,1977.0,10.0,-0.0013,1977-10-31
"617",1977-11-01,0.04,0.0372,0.0031,0.005,1977.0,11.0,0.0219,1977-11-30
"618",1977-12-01,0.0027,0.0135,-0.0037,0.0049,1977.0,12.0,0.0156,1977-12-30
"619",1978-01-01,-0.0601,0.0222,0.0331,0.0049,1978.0,1.0,-0.0072,1978-01-31
"620",1978-02-01,-0.0138,0.0359,0.0076,0.0046,1978.0,2.0,0.019,1978-02-28
"621",1978-03-01,0.0285,0.0348,0.012,0.0053,1978.0,3.0,0.0137,1978-03-31
"622",1978-04-01,0.0788,0.004,-0.0354,0.0054,1978.0,4.0,0.0085,1978-04-28
"623",1978-05-01,0.0176,0.0456,-0.0062,0.0051,1978.0,5.0,0.0285,1978-05-31
"624",1978-06-01,-0.0169,0.0169,0.0059,0.0054,1978.0,6.0,0.0278,1978-06-30
"625",1978-07-01,0.0511,0.0026,-0.0111,0.0056,1978.0,7.0,0.0422,1978-07-31
"626",1978-08-01,0.0375,0.0506,-0.0046,0.0056,1978.0,8.0,0.0282,1978-08-31
"627",1978-09-01,-0.0143,-0.0039,0.0187,0.0062,1978.0,9.0,-0.0311,1978-09-29
"628",1978-10-01,-0.1191,-0.0988,0.0136,0.0068,1978.0,10.0,-0.0839,1978-10-31
"629",1978-11-01,0.0271,0.0301,-0.0222,0.007,1978.0,11.0,0.0552,1978-11-30
"630",1978-12-01,0.0088,0.0124,-0.0219,0.0078,1978.0,12.0,0.0305,1978-12-29
"631",1979-01-01,0.0423,0.0366,0.0227,0.0077,1979.0,1.0,-0.0124,1979-01-31
"632",1979-02-01,-0.0356,0.0045,0.012,0.0073,1979.0,2.0,-0.0106,1979-02-28
"633",1979-03-01,0.0568,0.0319,-0.0067,0.0081,1979.0,3.0,0.0288,1979-03-30
"634",1979-04-01,-0.0006,0.0218,0.0105,0.008,1979.0,4.0,0.0081,1979-04-30
"635",1979-05-01,-0.0221,0.0016,0.0132,0.0082,1979.0,5.0,-0.0057,1979-05-31
"636",1979-06-01,0.0385,0.0117,0.0148,0.0081,1979.0,6.0,0.0082,1979-06-29
"637",1979-07-01,0.0082,0.0126,0.017,0.0077,1979.0,7.0,-0.0109,1979-07-31
"638",1979-08-01,0.0553,0.0208,-0.0155,0.0077,1979.0,8.0,-0.0023,1979-08-31
"639",1979-09-01,-0.0082,-0.0025,-0.0087,0.0083,1979.0,9.0,0.0534,1979-09-28
"640",1979-10-01,-0.081,-0.0334,-0.0186,0.0087,1979.0,10.0,0.0212,1979-10-31
"641",1979-11-01,0.0521,0.0274,-0.0325,0.0099,1979.0,11.0,0.0796,1979-11-30
"642",1979-12-01,0.0179,0.0417,-0.0198,0.0095,1979.0,12.0,0.0478,1979-12-31
"643",1980-01-01,0.0551,0.0165,0.018,0.008,1980.0,1.0,0.0751,1980-01-31
"644",1980-02-01,-0.0122,-0.0182,0.0062,0.0089,1980.0,2.0,0.0788,1980-02-29
"645",1980-03-01,-0.129,-0.0664,-0.0106,0.0121,1980.0,3.0,-0.0959,1980-03-31
"646",1980-04-01,0.0397,0.0097,0.0106,0.0126,1980.0,4.0,-0.0042,1980-04-30
"647",1980-05-01,0.0526,0.0216,0.0039,0.0081,1980.0,5.0,-0.0111,1980-05-30
"648",1980-06-01,0.0306,0.0167,-0.0089,0.0061,1980.0,6.0,0.0159,1980-06-30
"649",1980-07-01,0.0649,0.0425,-0.063,0.0053,1980.0,7.0,0.0037,1980-07-31
"650",1980-08-01,0.018,0.0392,-0.0264,0.0064,1980.0,8.0,0.0319,1980-08-29
"651",1980-09-01,0.0219,0.0089,-0.0479,0.0075,1980.0,9.0,0.0544,1980-09-30
"652",1980-10-01,0.0106,0.0247,-0.0274,0.0095,1980.0,10.0,0.0732,1980-10-31
"653",1980-11-01,0.0959,-0.0345,-0.0835,0.0096,1980.0,11.0,0.1524,1980-11-28
"654",1980-12-01,-0.0452,-0.0028,0.0268,0.0131,1980.0,12.0,-0.0665,1980-12-31
"655",1981-01-01,-0.0504,0.03,0.0684,0.0104,1981.0,1.0,-0.0794,1981-01-30
"656",1981-02-01,0.0057,-0.0031,0.0097,0.0107,1981.0,2.0,-0.0139,1981-02-27
"657",1981-03-01,0.0356,0.0358,0.0067,0.0121,1981.0,3.0,0.0074,1981-03-31
"658",1981-04-01,-0.0211,0.0442,0.0226,0.0108,1981.0,4.0,-0.0096,1981-04-30
"659",1981-05-01,0.0011,0.02,-0.0043,0.0115,1981.0,5.0,0.0375,1981-05-29
"660",1981-06-01,-0.0236,-0.0085,0.0513,0.0135,1981.0,6.0,-0.059,1981-06-30
"661",1981-07-01,-0.0154,-0.0218,-0.0066,0.0124,1981.0,7.0,-0.0252,1981-07-31
"662",1981-08-01,-0.0704,-0.0195,0.0484,0.0128,1981.0,8.0,-0.0112,1981-08-31
"663",1981-09-01,-0.0717,-0.0266,0.052,0.0124,1981.0,9.0,0.0198,1981-09-30
"664",1981-10-01,0.0492,0.0213,-0.0421,0.0121,1981.0,10.0,0.0407,1981-10-30
"665",1981-11-01,0.0336,-0.0096,0.019,0.0107,1981.0,11.0,-0.0027,1981-11-30
"666",1981-12-01,-0.0365,0.0117,0.0074,0.0087,1981.0,12.0,0.0132,1981-12-31
"667",1982-01-01,-0.0324,-0.0129,0.0317,0.008,1982.0,1.0,0.0173,1982-01-29
"668",1982-02-01,-0.0586,0.0049,0.061,0.0092,1982.0,2.0,0.05,1982-02-26
"669",1982-03-01,-0.0187,-0.0019,0.0378,0.0098,1982.0,3.0,0.0293,1982-03-31
"670",1982-04-01,0.0327,0.0151,-0.0278,0.0113,1982.0,4.0,-0.0041,1982-04-30
"671",1982-05-01,-0.0399,0.0047,0.0181,0.0106,1982.0,5.0,0.0255,1982-05-28
"672",1982-06-01,-0.0309,-0.004,0.0154,0.0096,1982.0,6.0,0.05,1982-06-30
"673",1982-07-01,-0.0319,0.0084,0.0015,0.0105,1982.0,7.0,0.0447,1982-07-30
"674",1982-08-01,0.1114,-0.0411,0.0116,0.0076,1982.0,8.0,-0.0352,1982-08-31
"675",1982-09-01,0.0129,0.0288,0.0034,0.0051,1982.0,9.0,0.0417,1982-09-30
"676",1982-10-01,0.113,0.0235,-0.0368,0.0059,1982.0,10.0,0.0003,1982-10-29
"677",1982-11-01,0.0467,0.0477,-0.0196,0.0063,1982.0,11.0,0.0589,1982-11-30
"678",1982-12-01,0.0055,-0.0018,0.0001,0.0067,1982.0,12.0,0.0002,1982-12-31
"679",1983-01-01,0.036,0.027,-0.0086,0.0069,1983.0,1.0,-0.017,1983-01-31
"680",1983-02-01,0.0259,0.0323,0.0067,0.0062,1983.0,2.0,0.0383,1983-02-28
"681",1983-03-01,0.0282,0.0177,0.0207,0.0063,1983.0,3.0,0.0093,1983-03-31
"682",1983-04-01,0.0667,0.0053,0.006,0.0071,1983.0,4.0,0.018,1983-04-29
"683",1983-05-01,0.0052,0.0616,-0.014,0.0069,1983.0,5.0,-0.0159,1983-05-31
"684",1983-06-01,0.0307,0.0091,-0.0387,0.0067,1983.0,6.0,0.0178,1983-06-30
"685",1983-07-01,-0.0407,0.0146,0.0562,0.0074,1983.0,7.0,-0.0313,1983-07-29
"686",1983-08-01,-0.005,-0.043,0.0555,0.0076,1983.0,8.0,-0.0544,1983-08-31
"687",1983-09-01,0.0091,0.0056,0.0109,0.0076,1983.0,9.0,-0.001,1983-09-30
"688",1983-10-01,-0.0344,-0.036,0.0506,0.0076,1983.0,10.0,-0.0456,1983-10-31
"689",1983-11-01,0.0216,0.0204,-0.0062,0.007,1983.0,11.0,-0.0009,1983-11-30
"690",1983-12-01,-0.0178,-0.0029,0.0167,0.0073,1983.0,12.0,0.0074,1983-12-30
"691",1984-01-01,-0.0192,-0.0043,0.0763,0.0076,1984.0,1.0,-0.0249,1984-01-31
"692",1984-02-01,-0.0482,-0.0171,0.0336,0.0071,1984.0,2.0,0.0019,1984-02-29
"693",1984-03-01,0.0063,0.0007,0.0048,0.0073,1984.0,3.0,0.0109,1984-03-30
"694",1984-04-01,-0.0051,-0.012,0.0129,0.0081,1984.0,4.0,0.0205,1984-04-30
"695",1984-05-01,-0.0597,0.0003,0.0026,0.0078,1984.0,5.0,0.0152,1984-05-31
"696",1984-06-01,0.0182,-0.0032,-0.026,0.0075,1984.0,6.0,-0.007,1984-06-29
"697",1984-07-01,-0.0274,-0.0221,0.0049,0.0082,1984.0,7.0,0.0293,1984-07-31
"698",1984-08-01,0.1028,-0.0025,-0.0185,0.0083,1984.0,8.0,-0.0569,1984-08-31
"699",1984-09-01,-0.008,0.002,0.0532,0.0086,1984.0,9.0,0.0367,1984-09-28
"700",1984-10-01,-0.0084,-0.012,0.0051,0.01,1984.0,10.0,0.0321,1984-10-31
"701",1984-11-01,-0.0176,-0.0062,0.0408,0.0073,1984.0,11.0,0.017,1984-11-30
"702",1984-12-01,0.0184,-0.006,-0.0017,0.0064,1984.0,12.0,0.0154,1984-12-31
"703",1985-01-01,0.0799,0.0327,-0.0543,0.0065,1985.0,1.0,-0.069,1985-01-31
"704",1985-02-01,0.0122,0.0076,-0.0012,0.0058,1985.0,2.0,0.0182,1985-02-28
"705",1985-03-01,-0.0084,-0.0115,0.041,0.0062,1985.0,3.0,0.0168,1985-03-29
"706",1985-04-01,-0.0096,0.0014,0.0373,0.0072,1985.0,4.0,0.0306,1985-04-30
"707",1985-05-01,0.0509,-0.0225,-0.0086,0.0066,1985.0,5.0,0.04,1985-05-31
"708",1985-06-01,0.0127,0.0046,0.004,0.0055,1985.0,6.0,0.0363,1985-06-28
"709",1985-07-01,-0.0074,0.0285,-0.0163,0.0062,1985.0,7.0,-0.0394,1985-07-31
"710",1985-08-01,-0.0102,-0.0034,0.0228,0.0055,1985.0,8.0,0.0182,1985-08-30
"711",1985-09-01,-0.0454,-0.0158,0.0132,0.006,1985.0,9.0,0.0148,1985-09-30
"712",1985-10-01,0.0402,-0.0157,0.0078,0.0065,1985.0,10.0,0.0488,1985-10-31
"713",1985-11-01,0.0648,0.0023,-0.0287,0.0061,1985.0,11.0,-0.004,1985-11-29
"714",1985-12-01,0.0388,-0.0049,-0.0153,0.0065,1985.0,12.0,-0.0013,1985-12-31
"715",1986-01-01,0.0065,0.0122,0.0053,0.0056,1986.0,1.0,0.0296,1986-01-31
"716",1986-02-01,0.0713,-0.0065,-0.0094,0.0053,1986.0,2.0,0.0278,1986-02-28
"717",1986-03-01,0.0488,-0.0052,-0.0044,0.006,1986.0,3.0,0.0245,1986-03-31
"718",1986-04-01,-0.0131,0.0284,-0.0285,0.0052,1986.0,4.0,-0.005,1986-04-30
"719",1986-05-01,0.0462,-0.0132,-0.0011,0.0049,1986.0,5.0,0.0202,1986-05-30
"720",1986-06-01,0.0103,-0.0091,0.014,0.0052,1986.0,6.0,0.0516,1986-06-30
"721",1986-07-01,-0.0645,-0.0338,0.0478,0.0052,1986.0,7.0,0.018,1986-07-31
"722",1986-08-01,0.0607,-0.0417,0.0352,0.0046,1986.0,8.0,-0.0501,1986-08-29
"723",1986-09-01,-0.086,0.0228,0.0319,0.0045,1986.0,9.0,-0.0586,1986-09-30
"724",1986-10-01,0.0466,-0.0248,-0.0132,0.0046,1986.0,10.0,0.0269,1986-10-31
"725",1986-11-01,0.0117,-0.0192,-0.0006,0.0039,1986.0,11.0,-0.0032,1986-11-28
"726",1986-12-01,-0.0327,0.0008,0.0037,0.0049,1986.0,12.0,0.004,1986-12-31
"727",1987-01-01,0.1247,-0.0181,-0.0318,0.0042,1987.0,1.0,0.021,1987-01-30
"728",1987-02-01,0.0439,0.0349,-0.0599,0.0043,1987.0,2.0,-0.0217,1987-02-27
"729",1987-03-01,0.0164,0.0037,0.0166,0.0047,1987.0,3.0,0.016,1987-03-31
"730",1987-04-01,-0.0211,-0.0169,-0.0033,0.0044,1987.0,4.0,0.0026,1987-04-30
"731",1987-05-01,0.0011,-0.0053,0.0013,0.0038,1987.0,5.0,-0.0068,1987-05-29
"732",1987-06-01,0.0394,-0.0218,0.0107,0.0048,1987.0,6.0,-0.002,1987-06-30
"733",1987-07-01,0.0385,-0.0067,0.0066,0.0046,1987.0,7.0,0.0267,1987-07-31
"734",1987-08-01,0.0352,-0.0072,-0.009,0.0047,1987.0,8.0,-0.0087,1987-08-31
"735",1987-09-01,-0.0259,0.0052,0.0028,0.0045,1987.0,9.0,0.0071,1987-09-30
"736",1987-10-01,-0.2324,-0.0843,0.0423,0.006,1987.0,10.0,-0.0786,1987-10-30
"737",1987-11-01,-0.0777,0.0277,0.0314,0.0035,1987.0,11.0,-0.0115,1987-11-30
"738",1987-12-01,0.0681,0.0013,-0.0449,0.0039,1987.0,12.0,0.0583,1987-12-31
"739",1988-01-01,0.0421,-0.0077,0.0508,0.0029,1988.0,1.0,-0.0758,1988-01-29
"740",1988-02-01,0.0475,0.0336,-0.0165,0.0046,1988.0,2.0,-0.0154,1988-02-29
"741",1988-03-01,-0.0227,0.0616,0.0074,0.0044,1988.0,3.0,0.0063,1988-03-31
"742",1988-04-01,0.0056,0.0096,0.0169,0.0046,1988.0,4.0,0.0225,1988-04-29
"743",1988-05-01,-0.0029,-0.0264,0.023,0.0051,1988.0,5.0,0.0064,1988-05-31
"744",1988-06-01,0.0479,0.0216,-0.0107,0.0049,1988.0,6.0,-0.0291,1988-06-30
"745",1988-07-01,-0.0125,-0.0021,0.0227,0.0051,1988.0,7.0,0.0063,1988-07-29
"746",1988-08-01,-0.0331,0.0004,0.0203,0.0059,1988.0,8.0,0.0033,1988-08-31
"747",1988-09-01,0.033,-0.0125,-0.0068,0.0062,1988.0,9.0,0.0024,1988-09-30
"748",1988-10-01,0.0115,-0.029,0.0171,0.0061,1988.0,10.0,0.0131,1988-10-31
"749",1988-11-01,-0.0229,-0.0174,0.0124,0.0057,1988.0,11.0,0.0042,1988-11-30
"750",1988-12-01,0.0149,0.0195,-0.0155,0.0063,1988.0,12.0,0.0042,1988-12-30
"751",1989-01-01,0.061,-0.0214,0.0051,0.0055,1989.0,1.0,-0.0014,1989-01-31
"752",1989-02-01,-0.0225,0.0276,0.0087,0.0061,1989.0,2.0,0.0094,1989-02-28
"753",1989-03-01,0.0157,0.0074,0.0046,0.0067,1989.0,3.0,0.0355,1989-03-31
"754",1989-04-01,0.0433,-0.0059,-0.0145,0.0067,1989.0,4.0,0.0169,1989-04-28
"755",1989-05-01,0.0335,-0.0004,-0.0082,0.0079,1989.0,5.0,0.0156,1989-05-31
"756",1989-06-01,-0.0135,-0.0101,0.0219,0.0071,1989.0,6.0,0.0063,1989-06-30
"757",1989-07-01,0.072,-0.0402,-0.0284,0.007,1989.0,7.0,0.0544,1989-07-31
"758",1989-08-01,0.0144,0.005,0.0072,0.0074,1989.0,8.0,-0.0014,1989-08-31
"759",1989-09-01,-0.0076,0.0028,-0.0134,0.0065,1989.0,9.0,0.034,1989-09-29
"760",1989-10-01,-0.0367,-0.033,-0.0103,0.0068,1989.0,10.0,0.0137,1989-10-31
"761",1989-11-01,0.0103,-0.0124,-0.0112,0.0069,1989.0,11.0,0.0258,1989-11-30
"762",1989-12-01,0.0116,-0.0241,0.0028,0.0061,1989.0,12.0,0.0281,1989-12-29
"763",1990-01-01,-0.0785,-0.0129,0.0087,0.0057,1990.0,1.0,-0.0328,1990-01-31
"764",1990-02-01,0.0111,0.0103,0.0061,0.0057,1990.0,2.0,-0.0053,1990-02-28
"765",1990-03-01,0.0183,0.0152,-0.029,0.0064,1990.0,3.0,0.0165,1990-03-30
"766",1990-04-01,-0.0336,-0.005,-0.0255,0.0069,1990.0,4.0,0.024,1990-04-30
"767",1990-05-01,0.0842,-0.0257,-0.0374,0.0068,1990.0,5.0,0.0305,1990-05-31
"768",1990-06-01,-0.0109,0.0143,-0.0194,0.0063,1990.0,6.0,0.0243,1990-06-29
"769",1990-07-01,-0.019,-0.0321,-0.0001,0.0068,1990.0,7.0,0.0594,1990-07-31
"770",1990-08-01,-0.1015,-0.0358,0.0158,0.0066,1990.0,8.0,0.0178,1990-08-31
"771",1990-09-01,-0.0612,-0.0367,0.0073,0.006,1990.0,9.0,0.0553,1990-09-28
"772",1990-10-01,-0.0192,-0.055,0.0022,0.0068,1990.0,10.0,0.0673,1990-10-31
"773",1990-11-01,0.0635,0.0033,-0.0316,0.0057,1990.0,11.0,-0.0562,1990-11-30
"774",1990-12-01,0.0246,0.0079,-0.0154,0.006,1990.0,12.0,0.0016,1990-12-31
"775",1991-01-01,0.0469,0.0379,-0.0184,0.0052,1991.0,1.0,-0.0653,1991-01-31
"776",1991-02-01,0.0719,0.0396,-0.0054,0.0048,1991.0,2.0,-0.0473,1991-02-28
"777",1991-03-01,0.0265,0.0389,-0.0123,0.0044,1991.0,3.0,0.0283,1991-03-28
"778",1991-04-01,-0.0028,0.005,0.0142,0.0053,1991.0,4.0,-0.024,1991-04-30
"779",1991-05-01,0.0365,-0.0034,-0.0057,0.0047,1991.0,5.0,-0.001,1991-05-31
"780",1991-06-01,-0.0494,0.0007,0.0121,0.0042,1991.0,6.0,0.0046,1991-06-28
"781",1991-07-01,0.0424,-0.0093,-0.0125,0.0049,1991.0,7.0,0.0431,1991-07-31
"782",1991-08-01,0.0232,0.0159,-0.0078,0.0046,1991.0,8.0,0.0163,1991-08-30
"783",1991-09-01,-0.0159,0.0163,-0.01,0.0046,1991.0,9.0,0.0173,1991-09-30
"784",1991-10-01,0.0129,0.009,-0.0043,0.0042,1991.0,10.0,0.0323,1991-10-31
"785",1991-11-01,-0.0419,-0.0048,-0.0193,0.0039,1991.0,11.0,0.0126,1991-11-29
"786",1991-12-01,0.1084,-0.0224,-0.0403,0.0038,1991.0,12.0,0.083,1991-12-31
"787",1992-01-01,-0.0059,0.0847,0.0451,0.0034,1992.0,1.0,-0.0251,1992-01-31
"788",1992-02-01,0.0109,0.0088,0.0637,0.0028,1992.0,2.0,-0.0058,1992-02-28
"789",1992-03-01,-0.0266,-0.0103,0.0365,0.0034,1992.0,3.0,-0.0036,1992-03-31
"790",1992-04-01,0.0107,-0.0612,0.0431,0.0032,1992.0,4.0,-0.026,1992-04-30
"791",1992-05-01,0.003,0.0039,0.0128,0.0028,1992.0,5.0,0.0013,1992-05-29
"792",1992-06-01,-0.0234,-0.0309,0.034,0.0032,1992.0,6.0,-0.0061,1992-06-30
"793",1992-07-01,0.0377,-0.0044,-0.0053,0.0031,1992.0,7.0,0.0144,1992-07-31
"794",1992-08-01,-0.0238,-0.0012,-0.0103,0.0026,1992.0,8.0,-0.0051,1992-08-31
"795",1992-09-01,0.0119,0.0056,-0.0021,0.0026,1992.0,9.0,0.0143,1992-09-30
"796",1992-10-01,0.0102,0.0205,-0.021,0.0023,1992.0,10.0,0.0271,1992-10-30
"797",1992-11-01,0.0413,0.037,-0.0148,0.0023,1992.0,11.0,-0.0034,1992-11-30
