"row.names","date","mktrf","smb","hml","rf","year","month","umd","dateff"
"264",1948-06-01,-0.001,-0.0186,0.0275,0.0009,1948.0,6.0,0.0399,1948-06-30
"265",1948-07-01,-0.0509,-0.0032,0.0007,0.0008,1948.0,7.0,-0.0158,1948-07-30
"266",1948-08-01,0.0025,-0.011,0.0027,0.0009,1948.0,8.0,0.0023,1948-08-31
"267",1948-09-01,-0.0297,-0.0123,-0.0179,0.0004,1948.0,9.0,-0.0126,1948-09-30
"268",1948-10-01,0.0596,-0.015,0.0056,0.0004,1948.0,10.0,0.0279,1948-10-30
"269",1948-11-01,-0.093,-0.0062,-0.0414,0.0004,1948.0,11.0,0.006,1948-11-30
"270",1948-12-01,0.0326,-0.028,-0.0194,0.0004,1948.0,12.0,0.0466,1948-12-31
"271",1949-01-01,0.0023,0.0181,0.0117,0.001,1949.0,1.0,-0.0292,1949-01-31
"272",1949-02-01,-0.0293,-0.0189,-0.0091,0.0009,1949.0,2.0,-0.0041,1949-02-28
"273",1949-03-01,0.0404,0.0248,0.0134,0.001,1949.0,3.0,-0.0087,1949-03-31
"274",1949-04-01,-0.0187,-0.0089,-0.0118,0.0009,1949.0,4.0,0.0306,1949-04-30
"275",1949-05-01,-0.0294,-0.0077,-0.0242,0.001,1949.0,5.0,0.0304,1949-05-31
"276",1949-06-01,0.001,-0.0088,-0.0176,0.001,1949.0,6.0,-0.0128,1949-06-30
"277",1949-07-01,0.0554,0.0057,0.0038,0.0009,1949.0,7.0,-0.0154,1949-07-29
"278",1949-08-01,0.026,0.0013,-0.0057,0.0009,1949.0,8.0,0.017,1949-08-31
"279",1949-09-01,0.0309,0.0105,0.0023,0.0009,1949.0,9.0,-0.0142,1949-09-30
"280",1949-10-01,0.0314,0.0103,-0.0049,0.0009,1949.0,10.0,0.0,1949-10-31
"281",1949-11-01,0.0182,-0.0093,-0.0091,0.0008,1949.0,11.0,0.0127,1949-11-30
"282",1949-12-01,0.0513,0.0207,0.0175,0.0009,1949.0,12.0,-0.0078,1949-12-31
"283",1950-01-01,0.017,0.0336,0.0014,0.0009,1950.0,1.0,-0.0232,1950-01-31
"284",1950-02-01,0.0148,0.0004,-0.0081,0.0009,1950.0,2.0,0.0136,1950-02-28
"285",1950-03-01,0.0126,-0.0141,-0.0277,0.001,1950.0,3.0,0.0154,1950-03-31
"286",1950-04-01,0.0394,0.0199,0.0134,0.0009,1950.0,4.0,0.0033,1950-04-29
"287",1950-05-01,0.0431,-0.0212,0.0046,0.001,1950.0,5.0,0.0038,1950-05-31
"288",1950-06-01,-0.0594,-0.0238,-0.0078,0.001,1950.0,6.0,-0.0166,1950-06-30
"289",1950-07-01,0.0136,0.0051,0.1366,0.001,1950.0,7.0,-0.0047,1950-07-31
"290",1950-08-01,0.0485,0.0073,-0.0141,0.001,1950.0,8.0,0.0321,1950-08-31
"291",1950-09-01,0.0481,0.0057,-0.0111,0.001,1950.0,9.0,-0.0013,1950-09-29
"292",1950-10-01,-0.0018,-0.0058,0.0144,0.0012,1950.0,10.0,0.0142,1950-10-31
"293",1950-11-01,0.0276,-0.0084,0.0317,0.0011,1950.0,11.0,0.0359,1950-11-30
"294",1950-12-01,0.0554,0.0149,0.0723,0.0011,1950.0,12.0,0.0497,1950-12-30
"295",1951-01-01,0.057,0.0173,0.0372,0.0013,1951.0,1.0,0.02,1951-01-31
"296",1951-02-01,0.0141,0.0009,-0.0283,0.001,1951.0,2.0,-0.0158,1951-02-28
"297",1951-03-01,-0.0215,-0.0064,-0.0422,0.0011,1951.0,3.0,-0.0295,1951-03-31
"298",1951-04-01,0.0486,-0.0149,0.0328,0.0013,1951.0,4.0,0.0602,1951-04-30
"299",1951-05-01,-0.0234,-0.0001,-0.0133,0.0012,1951.0,5.0,-0.0093,1951-05-31
"300",1951-06-01,-0.0262,-0.0195,-0.0396,0.0012,1951.0,6.0,-0.0239,1951-06-29
"301",1951-07-01,0.0694,-0.0199,0.0201,0.0013,1951.0,7.0,0.0724,1951-07-31
"302",1951-08-01,0.0427,0.0099,-0.0016,0.0013,1951.0,8.0,0.01,1951-08-31
"303",1951-09-01,0.007,0.019,0.0061,0.0012,1951.0,9.0,0.0056,1951-09-28
"304",1951-10-01,-0.0253,-0.0022,0.0025,0.0016,1951.0,10.0,-0.0031,1951-10-31
"305",1951-11-01,0.0057,-0.0029,-0.0005,0.0011,1951.0,11.0,0.0063,1951-11-30
"306",1951-12-01,0.0333,-0.0225,-0.0156,0.0012,1951.0,12.0,0.017,1951-12-31
"307",1952-01-01,0.0145,-0.0061,0.0154,0.0015,1952.0,1.0,0.0137,1952-01-31
"308",1952-02-01,-0.0262,0.0079,-0.0061,0.0012,1952.0,2.0,-0.0075,1952-02-29
"309",1952-03-01,0.0444,-0.0299,0.0216,0.0011,1952.0,3.0,0.0165,1952-03-31
"310",1952-04-01,-0.0497,0.0048,-0.001,0.0012,1952.0,4.0,-0.0204,1952-04-30
"311",1952-05-01,0.032,-0.0101,0.0008,0.0013,1952.0,5.0,0.0049,1952-05-29
"312",1952-06-01,0.0383,-0.0161,0.0123,0.0015,1952.0,6.0,0.015,1952-06-30
"313",1952-07-01,0.0091,-0.004,-0.0035,0.0015,1952.0,7.0,-0.0052,1952-07-31
"314",1952-08-01,-0.0076,0.0118,0.0003,0.0015,1952.0,8.0,0.0031,1952-08-29
"315",1952-09-01,-0.0203,0.0115,-0.0151,0.0016,1952.0,9.0,0.0176,1952-09-30
"316",1952-10-01,-0.0066,-0.0106,-0.0045,0.0014,1952.0,10.0,0.0275,1952-10-31
"317",1952-11-01,0.0594,-0.0071,0.0095,0.001,1952.0,11.0,0.0044,1952-11-28
"318",1952-12-01,0.0293,-0.0148,0.0018,0.0016,1952.0,12.0,0.0151,1952-12-31
"319",1953-01-01,-0.0034,0.0358,0.0132,0.0016,1953.0,1.0,0.0072,1953-01-30
"320",1953-02-01,-0.0027,0.0215,-0.0008,0.0014,1953.0,2.0,0.0086,1953-02-27
"321",1953-03-01,-0.0143,-0.0019,-0.008,0.0018,1953.0,3.0,0.0008,1953-03-31
"322",1953-04-01,-0.0283,0.0028,0.0153,0.0016,1953.0,4.0,0.0185,1953-04-30
"323",1953-05-01,0.0052,-0.0007,0.0023,0.0017,1953.0,5.0,0.0094,1953-05-29
"324",1953-06-01,-0.0189,-0.0186,-0.0047,0.0018,1953.0,6.0,-0.0001,1953-06-30
"325",1953-07-01,0.024,-0.0105,-0.0024,0.0015,1953.0,7.0,-0.0031,1953-07-31
"326",1953-08-01,-0.0452,0.0036,-0.0354,0.0017,1953.0,8.0,0.0221,1953-08-31
"327",1953-09-01,0.002,-0.0085,-0.0242,0.0016,1953.0,9.0,0.0288,1953-09-30
"328",1953-10-01,0.046,-0.0137,-0.0019,0.0013,1953.0,10.0,0.0027,1953-10-30
"329",1953-11-01,0.0283,-0.0129,-0.0017,0.0008,1953.0,11.0,0.0195,1953-11-30
"330",1953-12-01,0.0003,-0.0084,-0.0284,0.0013,1953.0,12.0,0.0519,1953-12-31
"331",1954-01-01,0.0513,0.0046,0.0351,0.0011,1954.0,1.0,-0.0574,1954-01-29
"332",1954-02-01,0.0167,-0.0017,-0.0028,0.0007,1954.0,2.0,0.0103,1954-02-26
"333",1954-03-01,0.0365,-0.0049,-0.0146,0.0008,1954.0,3.0,0.022,1954-03-31
"334",1954-04-01,0.0427,-0.0348,-0.0037,0.0009,1954.0,4.0,0.0498,1954-04-30
"335",1954-05-01,0.0309,0.0039,0.0246,0.0005,1954.0,5.0,-0.0199,1954-05-28
"336",1954-06-01,0.0107,0.0041,-0.0003,0.0006,1954.0,6.0,0.0352,1954-06-30
"337",1954-07-01,0.0499,0.0107,0.0411,0.0005,1954.0,7.0,0.0044,1954-07-30
"338",1954-08-01,-0.0234,0.0266,-0.0136,0.0005,1954.0,8.0,-0.0064,1954-08-31
"339",1954-09-01,0.0639,-0.0254,0.0066,0.0009,1954.0,9.0,0.0154,1954-09-30
"340",1954-10-01,-0.0167,0.0059,0.0072,0.0007,1954.0,10.0,0.0096,1954-10-29
"341",1954-11-01,0.0938,-0.0262,0.0436,0.0006,1954.0,11.0,0.0193,1954-11-30
"342",1954-12-01,0.0548,0.0214,0.0571,0.0008,1954.0,12.0,-0.0141,1954-12-31
"343",1955-01-01,0.006,0.0025,0.0218,0.0008,1955.0,1.0,0.0136,1955-01-31
"344",1955-02-01,0.0302,0.0154,0.0062,0.0009,1955.0,2.0,0.0109,1955-02-28
"345",1955-03-01,-0.0016,-0.0066,0.0195,0.001,1955.0,3.0,0.0103,1955-03-31
"346",1955-04-01,0.0311,-0.0179,0.0081,0.001,1955.0,4.0,0.0009,1955-04-29
"347",1955-05-01,0.0093,-0.0029,-0.0086,0.0014,1955.0,5.0,0.0056,1955-05-31
"348",1955-06-01,0.0655,-0.0465,0.0192,0.001,1955.0,6.0,0.0466,1955-06-30
"349",1955-07-01,0.019,-0.0136,0.0063,0.001,1955.0,7.0,-0.0123,1955-07-29
"350",1955-08-01,0.0021,-0.0038,0.0058,0.0016,1955.0,8.0,0.0179,1955-08-31
"351",1955-09-01,-0.0036,0.003,-0.0106,0.0016,1955.0,9.0,0.0177,1955-09-30
"352",1955-10-01,-0.0268,0.015,-0.0003,0.0018,1955.0,10.0,-0.005,1955-10-31
"353",1955-11-01,0.0703,-0.0246,0.005,0.0017,1955.0,11.0,0.0267,1955-11-30
"354",1955-12-01,0.0149,0.0208,-0.0224,0.0018,1955.0,12.0,-0.0133,1955-12-30
"355",1956-01-01,-0.0303,0.0044,0.0112,0.0022,1956.0,1.0,-0.0148,1956-01-31
"356",1956-02-01,0.0377,-0.0104,-0.0053,0.0019,1956.0,2.0,0.0197,1956-02-29
"357",1956-03-01,0.0664,-0.0242,-0.0014,0.0015,1956.0,3.0,0.0359,1956-03-29
"358",1956-04-01,0.0028,0.0007,-0.0018,0.0019,1956.0,4.0,0.0257,1956-04-30
"359",1956-05-01,-0.052,0.015,-0.0133,0.0023,1956.0,5.0,-0.0162,1956-05-31
"360",1956-06-01,0.0348,-0.0146,-0.0132,0.002,1956.0,6.0,0.0271,1956-06-29
"361",1956-07-01,0.0484,-0.0168,-0.0001,0.0022,1956.0,7.0,0.0252,1956-07-31
"362",1956-08-01,-0.0318,0.019,-0.0071,0.0017,1956.0,8.0,-0.0069,1956-08-31
"363",1956-09-01,-0.0514,0.0156,0.0179,0.0018,1956.0,9.0,-0.0076,1956-09-28
"364",1956-10-01,0.0052,-0.0009,-0.0006,0.0025,1956.0,10.0,0.0246,1956-10-31
"365",1956-11-01,0.0036,-0.0022,0.0178,0.002,1956.0,11.0,0.0341,1956-11-30
"366",1956-12-01,0.0316,-0.0003,-0.021,0.0024,1956.0,12.0,0.0381,1956-12-31
"367",1957-01-01,-0.0358,0.034,0.0278,0.0027,1957.0,1.0,-0.0305,1957-01-31
"368",1957-02-01,-0.0206,-0.0072,-0.0073,0.0024,1957.0,2.0,0.0031,1957-02-28
"369",1957-03-01,0.0213,0.0027,-0.0047,0.0023,1957.0,3.0,-0.0018,1957-03-29
"370",1957-04-01,0.0426,-0.016,-0.0151,0.0025,1957.0,4.0,0.0096,1957-04-30
"371",1957-05-01,0.0345,-0.0107,-0.0205,0.0026,1957.0,5.0,0.0044,1957-05-31
"372",1957-06-01,-0.0074,0.0055,0.0001,0.0024,1957.0,6.0,0.0077,1957-06-28
"373",1957-07-01,0.0066,-0.0076,0.0038,0.003,1957.0,7.0,-0.0007,1957-07-31
"374",1957-08-01,-0.0511,0.0006,-0.0045,0.0025,1957.0,8.0,0.0049,1957-08-30
"375",1957-09-01,-0.0598,0.0008,0.0088,0.0026,1957.0,9.0,0.0062,1957-09-30
"376",1957-10-01,-0.0432,-0.0252,-0.0183,0.0029,1957.0,10.0,0.0194,1957-10-31
"377",1957-11-01,0.023,0.004,-0.029,0.0028,1957.0,11.0,0.0124,1957-11-29
"378",1957-12-01,-0.0391,-0.0093,-0.0171,0.0024,1957.0,12.0,0.0779,1957-12-31
"379",1958-01-01,0.0466,0.0436,0.0423,0.0028,1958.0,1.0,-0.0763,1958-01-31
"380",1958-02-01,-0.0152,0.007,0.0028,0.0012,1958.0,2.0,0.0375,1958-02-28
"381",1958-03-01,0.0327,0.0063,-0.0092,0.0009,1958.0,3.0,-0.0185,1958-03-31
"382",1958-04-01,0.0309,-0.0059,0.0146,0.0008,1958.0,4.0,0.0185,1958-04-30
"383",1958-05-01,0.0231,0.0224,-0.0035,0.0011,1958.0,5.0,-0.0182,1958-05-29
"384",1958-06-01,0.0293,-0.0024,0.005,0.0003,1958.0,6.0,-0.0087,1958-06-30
"385",1958-07-01,0.0439,0.0047,0.0312,0.0007,1958.0,7.0,-0.0362,1958-07-31
"386",1958-08-01,0.0191,0.0119,0.0029,0.0004,1958.0,8.0,0.0028,1958-08-29
"387",1958-09-01,0.0466,0.0015,0.0296,0.0019,1958.0,9.0,-0.0113,1958-09-30
"388",1958-10-01,0.0253,0.0113,-0.0118,0.0018,1958.0,10.0,0.0312,1958-10-31
"389",1958-11-01,0.0301,0.0206,-0.0129,0.0011,1958.0,11.0,0.0157,1958-11-28
"390",1958-12-01,0.0515,-0.0207,-0.0005,0.0022,1958.0,12.0,-0.0065,1958-12-31
"391",1959-01-01,0.0071,0.0302,0.0298,0.0021,1959.0,1.0,-0.0024,1959-01-30
"392",1959-02-01,0.0095,0.0149,0.0105,0.0019,1959.0,2.0,0.034,1959-02-27
"393",1959-03-01,0.0028,0.0148,-0.0035,0.0022,1959.0,3.0,0.0013,1959-03-31
"394",1959-04-01,0.0366,-0.0058,-0.0122,0.002,1959.0,4.0,0.0315,1959-04-30
"395",1959-05-01,0.0173,-0.0215,0.0187,0.0022,1959.0,5.0,0.015,1959-05-29
"396",1959-06-01,-0.0025,0.0068,0.0133,0.0025,1959.0,6.0,0.0291,1959-06-30
"397",1959-07-01,0.0317,-0.0032,0.0026,0.0025,1959.0,7.0,-0.0032,1959-07-31
"398",1959-08-01,-0.0139,-0.0078,0.0044,0.0019,1959.0,8.0,-0.0095,1959-08-31
"399",1959-09-01,-0.048,-0.0009,0.0057,0.0031,1959.0,9.0,0.0085,1959-09-30
"400",1959-10-01,0.0128,0.0143,-0.0205,0.003,1959.0,10.0,0.0348,1959-10-30
"401",1959-11-01,0.016,0.0124,-0.0327,0.0026,1959.0,11.0,0.0226,1959-11-30
"402",1959-12-01,0.0245,-0.006,-0.0003,0.0034,1959.0,12.0,0.0099,1959-12-31
"403",1960-01-01,-0.0698,0.0209,0.0273,0.0033,1960.0,1.0,-0.0349,1960-01-29
"404",1960-02-01,0.0117,0.0051,-0.0199,0.0029,1960.0,2.0,0.0386,1960-02-29
"405",1960-03-01,-0.0163,-0.0051,-0.0285,0.0035,1960.0,3.0,0.0143,1960-03-31
"406",1960-04-01,-0.0171,0.0031,-0.0223,0.0019,1960.0,4.0,0.0281,1960-04-29
"407",1960-05-01,0.0312,0.0121,-0.0376,0.0027,1960.0,5.0,0.0481,1960-05-31
"408",1960-06-01,0.0208,-0.0022,-0.0034,0.0024,1960.0,6.0,0.0086,1960-06-30
"409",1960-07-01,-0.0237,-0.0051,0.0201,0.0013,1960.0,7.0,-0.0078,1960-07-29
"410",1960-08-01,0.0301,0.0088,-0.0017,0.0017,1960.0,8.0,0.0192,1960-08-31
"411",1960-09-01,-0.0599,-0.011,0.0155,0.0016,1960.0,9.0,0.0031,1960-09-30
"412",1960-10-01,-0.0071,-0.04,0.0266,0.0022,1960.0,10.0,0.0125,1960-10-31
"413",1960-11-01,0.0469,0.0039,-0.0252,0.0013,1960.0,11.0,0.0374,1960-11-30
"414",1960-12-01,0.0471,-0.0158,-0.0076,0.0016,1960.0,12.0,0.0139,1960-12-30
"415",1961-01-01,0.062,0.0066,0.037,0.0019,1961.0,1.0,-0.0399,1961-01-31
"416",1961-02-01,0.0357,0.0398,-0.0074,0.0014,1961.0,2.0,0.0098,1961-02-28
"417",1961-03-01,0.0289,0.0331,-0.0083,0.002,1961.0,3.0,0.0451,1961-03-30
"418",1961-04-01,0.0029,0.0007,0.021,0.0017,1961.0,4.0,0.0352,1961-04-28
"419",1961-05-01,0.024,0.02,0.004,0.0018,1961.0,5.0,-0.0156,1961-05-31
"420",1961-06-01,-0.0308,-0.0245,-0.0021,0.002,1961.0,6.0,0.0037,1961-06-30
"421",1961-07-01,0.0283,-0.0188,-0.0011,0.0018,1961.0,7.0,0.0024,1961-07-31
"422",1961-08-01,0.0257,-0.0175,-0.0028,0.0014,1961.0,8.0,0.0165,1961-08-31
"423",1961-09-01,-0.0215,-0.0105,-0.0058,0.0017,1961.0,9.0,0.0083,1961-09-29
"424",1961-10-01,0.0257,-0.0161,0.0012,0.0019,1961.0,10.0,0.0313,1961-10-31
"425",1961-11-01,0.0445,0.0124,-0.0119,0.0015,1961.0,11.0,0.0134,1961-11-30
"426",1961-12-01,-0.0018,-0.0083,0.0183,0.0019,1961.0,12.0,-0.0224,1961-12-29
"427",1962-01-01,-0.0387,0.0178,0.0509,0.0024,1962.0,1.0,-0.0207,1962-01-31
"428",1962-02-01,0.0181,-0.0116,0.0085,0.002,1962.0,2.0,-0.0102,1962-02-28
"429",1962-03-01,-0.0068,0.0053,-0.0143,0.002,1962.0,3.0,0.0183,1962-03-30
"430",1962-04-01,-0.0659,-0.0068,0.0003,0.0022,1962.0,4.0,0.0289,1962-04-30
"431",1962-05-01,-0.0865,-0.0333,0.0278,0.0024,1962.0,5.0,0.0038,1962-05-31
"432",1962-06-01,-0.0847,-0.0057,0.0254,0.002,1962.0,6.0,0.0645,1962-06-29
"433",1962-07-01,0.0628,0.0149,-0.0344,0.0027,1962.0,7.0,0.0055,1962-07-31
"434",1962-08-01,0.0213,0.0123,-0.0119,0.0023,1962.0,8.0,-0.0058,1962-08-31
"435",1962-09-01,-0.0522,-0.0243,0.0123,0.0021,1962.0,9.0,0.0395,1962-09-28
"436",1962-10-01,-0.0005,-0.0397,0.0129,0.0025,1962.0,10.0,0.0075,1962-10-31
"437",1962-11-01,0.1087,0.0261,0.0101,0.002,1962.0,11.0,-0.0717,1962-11-30
"438",1962-12-01,0.0101,-0.038,0.0033,0.0023,1962.0,12.0,0.0588,1962-12-31
"439",1963-01-01,0.0493,0.0306,0.0226,0.0025,1963.0,1.0,-0.021,1963-01-31
"440",1963-02-01,-0.0238,0.005,0.0221,0.0023,1963.0,2.0,0.0252,1963-02-28
"441",1963-03-01,0.0308,-0.0262,0.021,0.0023,1963.0,3.0,0.0156,1963-03-29
"442",1963-04-01,0.0451,-0.0131,0.0101,0.0025,1963.0,4.0,-0.0008,1963-04-30
"443",1963-05-01,0.0176,0.0112,0.025,0.0024,1963.0,5.0,0.0037,1963-05-31
"444",1963-06-01,-0.02,-0.0025,0.007,0.0023,1963.0,6.0,0.0117,1963-06-28
"445",1963-07-01,-0.0039,-0.0056,-0.0083,0.0027,1963.0,7.0,0.01,1963-07-31
"446",1963-08-01,0.0507,-0.0094,0.0167,0.0025,1963.0,8.0,0.0103,1963-08-30
"447",1963-09-01,-0.0157,-0.003,0.0018,0.0027,1963.0,9.0,0.0016,1963-09-30
"448",1963-10-01,0.0253,-0.0054,-0.001,0.0029,1963.0,10.0,0.0314,1963-10-31
"449",1963-11-01,-0.0085,-0.0113,0.0171,0.0027,1963.0,11.0,-0.0075,1963-11-29
"450",1963-12-01,0.0183,-0.0197,-0.0012,0.0029,1963.0,12.0,0.017,1963-12-31
"451",1964-01-01,0.0224,-0.0019,0.0159,0.003,1964.0,1.0,0.0106,1964-01-31
"452",1964-02-01,0.0154,0.001,0.0283,0.0026,1964.0,2.0,0.0024,1964-02-28
"453",1964-03-01,0.0141,0.0099,0.0332,0.0031,1964.0,3.0,0.0071,1964-03-31
"454",1964-04-01,0.001,-0.0137,-0.0055,0.0029,1964.0,4.0,-0.006,1964-04-30
"455",1964-05-01,0.0142,-0.009,0.0198,0.0026,1964.0,5.0,0.0254,1964-05-28
"456",1964-06-01,0.0127,-0.0026,0.0068,0.003,1964.0,6.0,0.0045,1964-06-30
"457",1964-07-01,0.0174,0.0028,0.0068,0.003,1964.0,7.0,-0.0038,1964-07-31
"458",1964-08-01,-0.0144,0.0009,0.0009,0.0028,1964.0,8.0,-0.0019,1964-08-31
"459",1964-09-01,0.0269,-0.0051,0.0165,0.0028,1964.0,9.0,-0.0039,1964-09-30
"460",1964-10-01,0.0059,0.0043,0.0114,0.0029,1964.0,10.0,0.0008,1964-10-30
"461",1964-11-01,0.0,0.0061,-0.0198,0.0029,1964.0,11.0,0.0108,1964-11-30
"462",1964-12-01,0.0003,-0.0026,-0.0255,0.0031,1964.0,12.0,-0.0069,1964-12-31
"463",1965-01-01,0.0354,0.027,0.0018,0.0028,1965.0,1.0,-0.0128,1965-01-29
"464",1965-02-01,0.0044,0.0348,0.0022,0.003,1965.0,2.0,0.003,1965-02-26
"465",1965-03-01,-0.0134,0.0179,0.0109,0.0036,1965.0,3.0,0.001,1965-03-31
"466",1965-04-01,0.0311,0.012,0.0071,0.0031,1965.0,4.0,0.0254,1965-04-30
"467",1965-05-01,-0.0077,0.0004,-0.0163,0.0031,1965.0,5.0,0.0054,1965-05-28
"468",1965-06-01,-0.0551,-0.0435,0.0055,0.0035,1965.0,6.0,-0.0312,1965-06-30
"469",1965-07-01,0.0143,0.0087,0.0218,0.0031,1965.0,7.0,0.041,1965-07-30
"470",1965-08-01,0.0273,0.0281,-0.0096,0.0033,1965.0,8.0,0.0258,1965-08-31
"471",1965-09-01,0.0286,0.0061,-0.001,0.0031,1965.0,9.0,0.0337,1965-09-30
"472",1965-10-01,0.026,0.0248,0.0152,0.0031,1965.0,10.0,0.0345,1965-10-29
"473",1965-11-01,-0.0003,0.0468,0.0021,0.0035,1965.0,11.0,0.0442,1965-11-30
"474",1965-12-01,0.0101,0.0208,0.0195,0.0033,1965.0,12.0,0.0009,1965-12-31
"475",1966-01-01,0.0072,0.0389,0.0349,0.0038,1966.0,1.0,0.0541,1966-01-31
"476",1966-02-01,-0.0121,0.0454,0.0027,0.0035,1966.0,2.0,0.0458,1966-02-28
"477",1966-03-01,-0.0251,0.0094,-0.0207,0.0038,1966.0,3.0,0.0134,1966-03-31
"478",1966-04-01,0.0214,0.0345,-0.0054,0.0034,1966.0,4.0,0.0618,1966-04-29
"479",1966-05-01,-0.0566,-0.047,-0.0155,0.0041,1966.0,5.0,-0.0469,1966-05-31
"480",1966-06-01,-0.0144,0.0102,0.005,0.0038,1966.0,6.0,0.0328,1966-06-30
"481",1966-07-01,-0.0163,-0.0044,0.0096,0.0035,1966.0,7.0,-0.0139,1966-07-29
"482",1966-08-01,-0.0791,-0.0323,0.0047,0.0041,1966.0,8.0,-0.0211,1966-08-31
"483",1966-09-01,-0.0106,-0.0107,0.0053,0.004,1966.0,9.0,-0.0173,1966-09-30
"484",1966-10-01,0.0386,-0.0664,0.0287,0.0045,1966.0,10.0,-0.0513,1966-10-31
"485",1966-11-01,0.014,0.0422,-0.0446,0.004,1966.0,11.0,0.0573,1966-11-30
"486",1966-12-01,0.0013,0.0186,-0.0122,0.004,1966.0,12.0,0.0107,1966-12-30
"487",1967-01-01,0.0815,0.0832,0.0222,0.0043,1967.0,1.0,-0.0675,1967-01-31
"488",1967-02-01,0.0078,0.0334,-0.0217,0.0036,1967.0,2.0,0.0356,1967-02-28
"489",1967-03-01,0.0399,0.0163,0.0031,0.0039,1967.0,3.0,0.0142,1967-03-31
"490",1967-04-01,0.0389,0.0062,-0.0264,0.0032,1967.0,4.0,0.0064,1967-04-28
"491",1967-05-01,-0.0433,0.0198,0.008,0.0033,1967.0,5.0,0.0067,1967-05-31
"492",1967-06-01,0.0241,0.0596,0.0096,0.0027,1967.0,6.0,0.0603,1967-06-30
"493",1967-07-01,0.0458,0.0308,0.0265,0.0031,1967.0,7.0,-0.0107,1967-07-31
"494",1967-08-01,-0.0089,0.0047,0.0146,0.0031,1967.0,8.0,-0.0141,1967-08-31
"495",1967-09-01,0.0311,0.031,-0.0247,0.0032,1967.0,9.0,0.0255,1967-09-29
"496",1967-10-01,-0.0309,0.0142,-0.0339,0.0039,1967.0,10.0,0.0367,1967-10-31
"497",1967-11-01,0.0037,0.002,-0.0171,0.0036,1967.0,11.0,0.0129,1967-11-30
"498",1967-12-01,0.0305,0.0573,-0.0039,0.0033,1967.0,12.0,0.0323,1967-12-29
"499",1968-01-01,-0.0406,0.0391,0.0475,0.004,1968.0,1.0,-0.0464,1968-01-31
"500",1968-02-01,-0.0375,-0.0295,0.0117,0.0039,1968.0,2.0,-0.0341,1968-02-29
"501",1968-03-01,0.002,-0.0128,-0.0059,0.0038,1968.0,3.0,0.0318,1968-03-29
"502",1968-04-01,0.0905,0.0573,-0.0103,0.0043,1968.0,4.0,0.0515,1968-04-30
"503",1968-05-01,0.0228,0.0643,0.0084,0.0045,1968.0,5.0,0.0373,1968-05-31
"504",1968-06-01,0.0069,-0.0017,0.0067,0.0043,1968.0,6.0,-0.0192,1968-06-28
"505",1968-07-01,-0.0272,-0.013,0.0548,0.0048,1968.0,7.0,-0.0084,1968-07-30
"506",1968-08-01,0.0134,0.0234,0.01,0.0042,1968.0,8.0,0.0188,1968-08-30
"507",1968-09-01,0.0403,0.0276,0.0023,0.0043,1968.0,9.0,-0.0067,1968-09-30
"508",1968-10-01,0.0042,-0.0047,0.0289,0.0044,1968.0,10.0,-0.0152,1968-10-31
"509",1968-11-01,0.0543,0.0235,-0.009,0.0042,1968.0,11.0,0.0173,1968-11-29
"510",1968-12-01,-0.0394,0.0344,0.0002,0.0043,1968.0,12.0,0.0011,1968-12-31
"511",1969-01-01,-0.0125,-0.0078,0.0169,0.0053,1969.0,1.0,-0.0015,1969-01-31
"512",1969-02-01,-0.0584,-0.0389,0.0091,0.0046,1969.0,2.0,-0.0246,1969-02-28
"513",1969-03-01,0.0264,-0.0025,-0.0046,0.0046,1969.0,3.0,0.0395,1969-03-28
"514",1969-04-01,0.0146,-0.0088,0.0003,0.0053,1969.0,4.0,0.0117,1969-04-30
"515",1969-05-01,-0.001,-0.0027,0.0073,0.0048,1969.0,5.0,0.0168,1969-05-29
"516",1969-06-01,-0.0718,-0.0539,-0.0109,0.0051,1969.0,6.0,-0.0223,1969-06-30
"517",1969-07-01,-0.07,-0.0321,0.0142,0.0053,1969.0,7.0,0.0164,1969-07-31
"518",1969-08-01,0.0468,0.0094,-0.0387,0.005,1969.0,8.0,0.0214,1969-08-29
"519",1969-09-01,-0.0298,0.012,-0.0319,0.0062,1969.0,9.0,0.0253,1969-09-30
"520",1969-10-01,0.0506,0.0381,-0.0319,0.006,1969.0,10.0,-0.0432,1969-10-31
"521",1969-11-01,-0.0379,-0.0253,-0.0112,0.0052,1969.0,11.0,0.036,1969-11-28
"522",1969-12-01,-0.0263,-0.0367,-0.0302,0.0064,1969.0,12.0,0.0505,1969-12-31
"523",1970-01-01,-0.081,0.029,0.0304,0.006,1970.0,1.0,0.0062,1970-01-30
"524",1970-02-01,0.0513,-0.024,0.0404,0.0062,1970.0,2.0,0.0012,1970-02-27
"525",1970-03-01,-0.0106,-0.0232,0.0425,0.0057,1970.0,3.0,-0.0029,1970-03-31
"526",1970-04-01,-0.11,-0.0611,0.064,0.005,1970.0,4.0,-0.0073,1970-04-30
"527",1970-05-01,-0.0692,-0.0452,0.036,0.0053,1970.0,5.0,-0.0273,1970-05-29
"528",1970-06-01,-0.0579,-0.0216,0.0087,0.0058,1970.0,6.0,0.0578,1970-06-30
"529",1970-07-01,0.0693,-0.0054,0.0096,0.0052,1970.0,7.0,-0.0294,1970-07-31
"530",1970-08-01,0.0449,0.0152,0.0103,0.0053,1970.0,8.0,-0.065,1970-08-31
